세부용도명,법정동명지번,Latitude,Longitude
공장,전라북도 전주시 덕진구 팔복동4가215-64,35.8619594,127.1052557
기타노유자시설,전라북도 전주시 덕진구 팔복동4가218-13,35.8620105,127.1042553
공장,전라북도 전주시 덕진구 팔복동4가249-3,35.8643766,127.0981355
기타위험물저장처리시설,전라북도 전주시 덕진구 팔복동4가999-47,35.870138,127.0997334
노인복지시설,전라북도 전주시 덕진구 도도동29281,35.8807347,127.0124553
기타학교,전라북도 전주시 덕진구 강흥동124-2,35.8916178,127.0183132
보건소,전라북도 전주시 덕진구 강흥동124-10,35.8920922,127.0177946
기타노유자시설,전라북도 전주시 덕진구 강흥동555-4,35.8901572,127.0021658
노인복지시설,전라북도 전주시 덕진구 도덕동203-3,35.8915691,127.0250549
노유자시설,전라북도 전주시 덕진구 도덕동215-2,35.8922341,127.0247067
석유판매소,전라북도 전주시 덕진구 도덕동234-2,35.8920369,127.0257192
기타위험물저장처리시설,전라북도 전주시 덕진구 도덕동234-2,35.8920369,127.0257192
보건소,전라북도 전주시 덕진구 도덕동442-7,35.8915529,127.0200685
