학교명,등급,소재지지번주소,Latitude,Longitude,건물등급
전주덕일중학교 본관(교실),C등급,전라북도 전주시 덕진구 하가로 67,35.8479425,127.1113458,
전주덕일초등학교 별관,B등급,전라북도 전주시 덕진구 하가로 71,35.8486913,127.1121699,
전주덕일초등학교 본관,C등급,전라북도 전주시 덕진구 하가로 71,35.8486913,127.1121699,
전주덕진초등학교 교실1(후관동),B등급,전라북도 전주시 덕진구 들사평로 61,35.8415348,127.1244393,
전주동북초등학교 본관,B등급,전라북도 전주시 덕진구 견훤왕궁로 227,35.8393814,127.1448157,
전주동북초등학교 후관,B등급,전라북도 전주시 덕진구 견훤왕궁로 227,35.8393814,127.1448157,
전주동신초등학교 사무소(본관동),B등급,전라북도 전주시 덕진구 우아9길 1 전주동신초등학교,35.8518012,127.1564156,
전주동중학교 강당,B등급,전라북도 전주시 덕진구 심방죽로 23,35.8386852,127.1503455,
전주동중학교 교사1,B등급,전라북도 전주시 덕진구 심방죽로 23 전주동중학교,35.8383027,127.1500555,
전주동중학교 교사2,B등급,전라북도 전주시 덕진구 심방죽로 23 전주동중학교,35.8383027,127.1500555,
전주동중학교 교사3,B등급,전라북도 전주시 덕진구 심방죽로 23 전주동중학교,35.8383027,127.1500555,
전주동초등학교 교사,B등급,전라북도 전주시 완산구 물왕멀로 72 전주동초등학교,35.8290261,127.1523055,
전주문정초등학교 교사동1(본관),C등급,전라북도 전주시 완산구 구이로 1979,35.7754577,127.1275964,
전주미산초등학교 교사1(본관),B등급,전라북도 전주시 덕진구 전미로 160 미산초등학교,35.8838799,127.1095026,
전주반월초등학교 본관,B등급,전라북도 전주시 덕진구 혁신로 707,35.8754945,127.0737894,
전주부설초등학교 본관동,A등급,전라북도 전주시 완산구 팔달로 74 전주교대부설초등학교,35.8084101,127.1510919,
전주부설초등학교 식당특별교실,A등급,전라북도 전주시 완산구 팔달로 74 전주교대부설초등학교,35.8084101,127.1510919,
전주부설초등학교 저학년동,A등급,전라북도 전주시 완산구 팔달로 74 전주교대부설초등학교,35.8084101,127.1510919,
전주북일초등학교 본관(1동),B등급,전라북도 전주시 덕진구 견훤로 336,35.8421911,127.1556956,
전주북초등학교 교사,B등급,전라북도 전주시 덕진구 견훤로 336,35.8421911,127.1556956,
전주삼천초등학교 본관,C등급,전라북도 전주시 완산구 성지산로 38,35.8007149,127.1234834,
전주상업정보고등학교 본관,B등급,전라북도 전주시 완산구 따박골2길 21 전주상업정보고등학교,35.8101667,127.125253,
전주생명과학고등학교 1본관 교실,B등급,전라북도 전주시 덕진구 안덕원로 195 전주생명과학고등학교,35.8399673,127.147606,
전주생명과학고등학교 2본관 교실,B등급,전라북도 전주시 덕진구 안덕원로 195 전주생명과학고등학교,35.8399673,127.147606,
전주생명과학고등학교 4본관,B등급,전라북도 전주시 덕진구 안덕원로 195 전주생명과학고등학교,35.8399673,127.147606,
전주생명과학고등학교 식품가공관 및 산업기계관,B등급,전라북도 전주시 덕진구 안덕원로 195 전주생명과학고등학교,35.8399673,127.147606,
전주서곡중학교 서곡중학교,B등급,전라북도 전주시 완산구 서곡6길 23,35.8356469,127.1039286,
전주서곡초등학교 교사동,B등급,전라북도 전주시 완산구 서곡7길 30,35.8328635,127.1005299,
전주서문초등학교 교사1동,B등급,전라북도 전주시 완산구 서신천변11길 19,35.8296648,127.1120554,
전주서문초등학교 교사2동,B등급,전라북도 전주시 완산구 서신천변11길 19,35.8296648,127.1120554,
전주서신중학교 교사,B등급,전라북도 전주시 완산구 안터2길 40,35.8287284,127.1167098,
전주서신초등학교 강당및 급식소,B등급,전라북도 전주시 완산구 전룡로 119,35.8297445,127.1247614,
전주서신초등학교 교사1동,B등급,전라북도 전주시 완산구 전룡로 119,35.8297445,127.1247614,
전주서신초등학교 교사2동,B등급,전라북도 전주시 완산구 전룡로 119,35.8297445,127.1247614,
전주서신초등학교 교사3동,B등급,전라북도 전주시 완산구 전룡로 119,35.8297445,127.1247614,
전주서원초등학교 교사1,A등급,전라북도 전주시 완산구 오두정길 45,35.8097765,127.1187742,
전주서원초등학교 교사2,B등급,전라북도 전주시 완산구 오두정길 45,35.8097765,127.1187742,
전주서원초등학교 교사3,A등급,전라북도 전주시 완산구 오두정길 45,35.8097765,127.1187742,
전주서일초등학교 교사1(본관),B등급,전라북도 전주시 완산구 새터로 73,35.8363631,127.1149615,
전주서일초등학교 교사2(별관),B등급,전라북도 전주시 완산구 새터로 73,35.8363631,127.1149615,
전주서중학교 교사 및 강당,C등급,전라북도 전주시 완산구 당산로 2 전주서중학교,35.8315528,127.1098928,
전주서천초등학교 교사동,B등급,전라북도 전주시 완산구 당산로 9,35.8322952,127.1085728,
전주선화학교 교사(본관),B등급,전라북도 전주시 완산구 효자로 39 전주선화학교,35.8203812,127.090368,
전주선화학교 교사(서관),B등급,전라북도 전주시 완산구 효자로 39 전주선화학교,35.8203812,127.090368,
전주선화학교 식생활관,B등급,전라북도 전주시 완산구 효자로 39 전주선화학교,35.8203812,127.090368,
전주솔내고등학교 교사동,B등급,전라북도 전주시 덕진구 송천중앙로 170,35.8627626,127.1230034,
전주솔내고등학교 기숙사,B등급,전라북도 전주시 덕진구 송천중앙로 170,35.8627626,127.1230034,
전주솔내고등학교 체육관(강당및급식실),B등급,전라북도 전주시 덕진구 송천중앙로 170,35.8627626,127.1230034,
전주솔빛중학교 급식실및교실,B등급,전라북도 전주시 덕진구 솔내6길 33,35.8592,127.124389,
전주솔빛중학교 본관,B등급,전라북도 전주시 덕진구 솔내6길 33,35.8592,127.124389,
전주송북초등학교 강당및급식소,B등급,전라북도 전주시 덕진구 천마산로 16,35.8633129,127.1244312,
전주송북초등학교 교사동,B등급,전라북도 전주시 덕진구 천마산로 16,35.8633129,127.1244312,
전주송천초등학교 교사동1(본관),B등급,전라북도 전주시 덕진구 송천1길 10 전주송천초등학교,35.8576601,127.1197604,
전주송천초등학교 교사동2(서관),B등급,전라북도 전주시 덕진구 송천1길 10 전주송천초등학교,35.8576601,127.1197604,
전주송천초등학교 교사동3(후관),B등급,전라북도 전주시 덕진구 송천1길 10 전주송천초등학교,35.8576601,127.1197604,
전주신동초등학교 강당/급식소,B등급,전라북도 전주시 덕진구 솔내로 211,35.8692108,127.1266286,
전주신동초등학교 교사동,B등급,전라북도 전주시 덕진구 솔내로 211,35.8692108,127.1266286,
전주신성초등학교 교사1동,B등급,전라북도 전주시 완산구 평화8길 16-36,35.790106,127.1341102,
전주신성초등학교 교사2동,B등급,전라북도 전주시 완산구 평화8길 16-36,35.790106,127.1341102,
전주신일중학교 본관동,B등급,전라북도 전주시 완산구 견훤왕궁2길 8,35.8291113,127.1524818,
전주아중초등학교 교사1,B등급,전라북도 전주시 덕진구 인교5길 23,35.828032,127.17536,
전주아중초등학교 교사2,B등급,전라북도 전주시 덕진구 인교5길 23,35.828032,127.17536,
전주양지중학교 본관,B등급,전라북도 전주시 완산구 양지2길 11-16,35.7920451,127.1244548,
전주양지초등학교 강당,C등급,전라북도 전주시 완산구 양지2길 11-26 양지초등학교,35.7924744,127.1260034,
전주양지초등학교 교사1,B등급,전라북도 전주시 완산구 양지2길 11-26 양지초등학교,35.7924744,127.1260034,
전주양지초등학교 교사2,B등급,전라북도 전주시 완산구 양지2길 11-26 양지초등학교,35.7924744,127.1260034,
전주여울초등학교 본관,B등급,전라북도 전주시 완산구 고사평8길 11,35.837488,127.1111857,
전주여자고등학교 강당,B등급,전라북도 전주시 덕진구 모래내6길 14 전주여자고등학교,35.8362484,127.1464424,
전주여자고등학교 교사(특별교실),B등급,전라북도 전주시 덕진구 모래내6길 14 전주여자고등학교,35.8362484,127.1464424,
전주여자고등학교 교사(후관),B등급,전라북도 전주시 덕진구 모래내6길 14 전주여자고등학교,35.8362484,127.1464424,
전주여자고등학교 식생활관,C등급,전라북도 전주시 덕진구 모래내6길 14 전주여자고등학교,35.8362484,127.1464424,
전주영어체험학습센터,C등급,전라북도 전주시 덕진구 건산로 205,35.8346915,127.1597066,
전주온고을중학교 제1동 본관,B등급,전라북도 전주시 덕진구 무삼지로 26,35.8294565,127.1657517,
전주온고을중학교 제2동 강당급식소,B등급,전라북도 전주시 덕진구 무삼지로 26,35.8294565,127.1657517,
전주완산서초등학교 본관,C등급,전라북도 전주시 완산구 안행로 127,35.806979,127.1332964,
전주완산초등학교 교사동1,B등급,전라북도 전주시 완산구 안행로 127,35.806979,127.1332964,
전주완산초등학교 교사동2,C등급,전라북도 전주시 완산구 안행로 127,35.806979,127.1332964,
전주용덕초등학교 교사 1동,B등급,전라북도 전주시 덕진구 용덕길 30,35.8769289,127.0516585,
전주용흥초등학교 교사,B등급,전라북도 전주시 완산구 삼천천변1길 16,35.7944584,127.1122348,
전주우아중학교 강당,B등급,전라북도 전주시 덕진구 호성로 6,35.8542576,127.1538705,
전주우아중학교 교사,C등급,전라북도 전주시 덕진구 호성로 6,35.8542576,127.1538705,
전주우전중학교 교사,B등급,전라북도 전주시 완산구 쑥고개로 375-28,35.8054944,127.1066794,
전주우전초등학교 교사1,B등급,전라북도 전주시 완산구 우전2길 11 우전초등학교,35.8055281,127.106866,
전주우전초등학교 교사2,B등급,전라북도 전주시 완산구 우전2길 11 우전초등학교,35.8055281,127.106866,
전주은화학교 교사동,C등급,전라북도 전주시 완산구 효자로 28-20 전주은화학교,35.8190261,127.0863398,
전주은화학교 기숙사동,B등급,전라북도 전주시 완산구 효자로 28-20 전주은화학교,35.8190261,127.0863398,
전주인봉초등학교 본관,B등급,전라북도 전주시 덕진구 무삼지로 7,35.8269357,127.1649923,
전주인후초등학교 인후초등학교 1동,B등급,전라북도 전주시 덕진구 무삼지로 67 인후초등학교,35.8315815,127.1625822,
전주인후초등학교 인후초등학교 3동|BU00083246,불명,전라북도 전주시 덕진구 무삼지로 67 인후초등학교,35.8315815,127.1625822,
전주장동초등학교 교사동3,B등급,전라북도 전주시 덕진구 원장동길 91-12 장동초등학교,35.8491609,127.0603415,
전주전라초등학교 본관동,B등급,전라북도 전주시 덕진구 심방죽로 24 전라초등학교,35.8391637,127.1522497,
전주전라초등학교 후관동,B등급,전라북도 전주시 덕진구 심방죽로 24 전라초등학교,35.8391637,127.1522497,
전주전일초등학교 강당,C등급,전라북도 전주시 덕진구 태진로 98,35.8301251,127.1375173,
전주전일초등학교 교사,B등급,전라북도 전주시 덕진구 태진로 98,35.8301251,127.1375173,
전주제일고등학교 과학관,B등급,전라북도 전주시 완산구 관선5길 15 전주제일고등학교,35.821542,127.1583634,
전주제일고등학교 본관,C등급,전라북도 전주시 완산구 관선5길 15 전주제일고등학교,35.821542,127.1583634,
전주조촌초등학교 교사 2동,C등급,전라북도 전주시 덕진구 쪽구름로 39,35.8696041,127.0759541,
전주조촌초등학교 교사 3동,B등급,전라북도 전주시 덕진구 쪽구름로 39,35.8696041,127.0759541,
전주조촌초등학교 교사 5동,C등급,전라북도 전주시 덕진구 쪽구름로 39,35.8696041,127.0759541,
전주중산초등학교 강당/급식소,B등급,전라북도 전주시 완산구 중산중앙로 9-10 전주중산초등학교,35.8170547,127.1196978,
전주중산초등학교 본관,B등급,전라북도 전주시 완산구 중산중앙로 9-10 전주중산초등학교,35.8170547,127.1196978,
전주중산초등학교 후관,B등급,전라북도 전주시 완산구 중산중앙로 9-10 전주중산초등학교,35.8170547,127.1196978,
전주중앙중학교 강당,C등급,전라북도 전주시 덕진구 공북2길 20 전주중앙중학교,35.8277482,127.1387791,
전주중앙중학교 본관(교사1),B등급,전라북도 전주시 덕진구 공북2길 20 전주중앙중학교,35.8277482,127.1387791,
전주중앙초등학교 중앙초등학교,B등급,전라북도 전주시 완산구 경기전길 99 전주중앙초등학교,35.8149209,127.1513097,
전주중인초등학교 교사동1,C등급,전라북도 전주시 완산구 중인1길 80 전주중인초등학교,35.7710598,127.0975067,
전주중학교 교사,B등급,전라북도 전주시 덕진구 솔내5길 9 전주중학교,35.8577999,127.1226965,
전주중학교 급식소 및 교실,B등급,전라북도 전주시 덕진구 솔내5길 9 전주중학교,35.8577999,127.1226965,
전주진북초등학교 본관,B등급,전라북도 전주시 덕진구 진북1길 11 진북초등학교,35.8262205,127.1318631,
전주진북초등학교 후관,B등급,전라북도 전주시 덕진구 진북1길 11 진북초등학교,35.8262205,127.1318631,
전주초등학교 교사1,C등급,전라북도 전주시 완산구 대동로 33 전주초등학교,35.8221567,127.1394975,
전주초등학교 교사3,C등급,전라북도 전주시 완산구 대동로 33 전주초등학교,35.8221567,127.1394975,
전주초등학교 교사4,C등급,전라북도 전주시 완산구 대동로 33 전주초등학교,35.8221567,127.1394975,
전주초포초등학교 교사,B등급,전라북도 전주시 덕진구 초포로 171,35.87714,127.1396902,
전주팔복초등학교 본관,B등급,전라북도 전주시 덕진구 팔과정로 181,35.8637005,127.094642,
전주평화중학교 교사,A등급,전라북도 전주시 완산구 평화로 74,35.7830969,127.1340391,
전주평화초등학교 교사1,B등급,전라북도 전주시 완산구 꽃밭정로 65,35.799645,127.1390639,
전주평화초등학교 다목적강당,B등급,전라북도 전주시 완산구 꽃밭정로 65,35.799645,127.1390639,
전주풍남중학교 본관,C등급,전라북도 전주시 완산구 거마평로 83 풍남중학교,35.8001122,127.1160042,
전주풍남중학교 신관,B등급,전라북도 전주시 완산구 거마평로 83 풍남중학교,35.8001122,127.1160042,
전주풍남초등학교 교사 1동,C등급,전라북도 전주시 완산구 견훤왕궁로 16,35.8220384,127.1537212,
전주풍남초등학교 교사 2동,B등급,전라북도 전주시 완산구 견훤왕궁로 16,35.8220384,127.1537212,
전주한들초등학교 교사동,C등급,전라북도 전주시 완산구 화산천변8길 10,35.8210843,127.1170512,
전주호성중학교 교사1동(본관),B등급,전라북도 전주시 덕진구 배미실마을길 23,35.8642084,127.1571452,
전주화산초등학교 교사1,C등급,전라북도 전주시 완산구 따박골7길 20,35.8095272,127.129583,
전주화산초등학교 교사2,C등급,전라북도 전주시 완산구 따박골7길 20,35.8095272,127.129583,
전주효림초등학교,B등급,전라북도 전주시 완산구 강변로 128 효림초등학교,35.8028063,127.1135321,
전주효문초등학교 교사,B등급,전라북도 전주시 완산구 강변로 128 효림초등학교,35.8028063,127.1135321,
전주효자초등학교 교사동1,B등급,전라북도 전주시 완산구 송정로 47,35.8032999,127.1227403,
전주효정중학교 교사,B등급,전라북도 전주시 완산구 안행로 127,35.806979,127.1332964,
전주효정중학교 다목적교실(강당),B등급,전라북도 전주시 완산구 안행로 127,35.806979,127.1332964,
하수처리장,B등급,전라북도 전주시 덕진구 고내천변로 58 전주환경사업소및위생처리장,35.8763807,127.1045033,
한국전통문화고등학교 강당,C등급,전라북도 전주시 완산구 중인1길 68-13 한국전통문화고등학교,35.7725319,127.0978122,
한국전통문화고등학교 기숙사및급식실,C등급,전라북도 전주시 완산구 중인1길 68-13 한국전통문화고등학교,35.7725319,127.0978122,
한국전통문화고등학교 본관동,C등급,전라북도 전주시 완산구 중인1길 68-13 한국전통문화고등학교,35.7725319,127.0978122,
농수산물도매시장(수산동),B등급,,35.8673984,127.1175166,
화산체육관(종합관),B등급,,35.8213814,127.1242777,
화산체육관(빙상장),B등급,,35.8213814,127.1242777,
전북대학교병원 본관동,B등급,,35.8471872,127.1405894,
전주종합운동장,C등급,,35.8382206,127.125162,
전주실내체육관,C등급,,35.844182,127.1292776,
전주실내수영장,C등급,,35.8403337,127.1255937,
전주완산실내수영장,B등급,,35.80262,127.1060566,
농수산물도매시장(청과동),B등급,,35.8688054,127.1180248,
국립전주박물관,B등급,,35.8010305,127.0901371,
전북대학교병원 응급센터,B등급,,35.8471872,127.1405894,
